name,gender,race,industry,job_file,resume_file,Experience,Skills,Achievements,Resume
Jill,female,White_US,Admin,job12.txt,resume33.txt,5,8,4,18
Jill,female,White_US,Admin,job13.txt,resume11.txt,16,18,6,20
Jill,female,White_US,Admin,job13.txt,resume12.txt,6,8,2,11
Jill,female,White_US,Admin,job13.txt,resume13.txt,18,18,6,22
Jill,female,White_US,Admin,job13.txt,resume21.txt,14,18,20,22
Jill,female,White_US,Admin,job13.txt,resume22.txt,10,11,5,16
Jill,female,White_US,Admin,job13.txt,resume23.txt,10,14,11,20
Jill,female,White_US,Admin,job13.txt,resume31.txt,3,6,4,15
Jill,female,White_US,Admin,job13.txt,resume32.txt,0,3,0,12
Jill,female,White_US,Admin,job13.txt,resume33.txt,2,5,3,18
Jill,female,White_US,Call Centre,job21.txt,resume11.txt,10,13,6,21
Jill,female,White_US,Call Centre,job21.txt,resume12.txt,5,8,2,10
Jill,female,White_US,Call Centre,job21.txt,resume13.txt,10,13,5,21
Jill,female,White_US,Call Centre,job21.txt,resume21.txt,20,20,23,23
Jill,female,White_US,Call Centre,job21.txt,resume22.txt,14,18,8,18
Jill,female,White_US,Call Centre,job21.txt,resume23.txt,18,20,15,22
Jill,female,White_US,Call Centre,job21.txt,resume31.txt,8,14,4,18
Jill,female,White_US,Call Centre,job21.txt,resume32.txt,3,6,2,10
Jill,female,White_US,Call Centre,job21.txt,resume33.txt,6,10,4,18
Jill,female,White_US,Call Centre,job22.txt,resume11.txt,8,12,6,18
Jill,female,White_US,Call Centre,job22.txt,resume12.txt,5,8,3,10
Jill,female,White_US,Call Centre,job22.txt,resume13.txt,10,14,5,21
Jill,female,White_US,Call Centre,job22.txt,resume21.txt,18,17,19,22
Jill,female,White_US,Call Centre,job22.txt,resume22.txt,10,11,5,16
Jill,female,White_US,Call Centre,job22.txt,resume23.txt,15,17,10,20
Jill,female,White_US,Call Centre,job22.txt,resume31.txt,5,10,3,18
Jill,female,White_US,Call Centre,job22.txt,resume32.txt,2,5,0,12
Jill,female,White_US,Call Centre,job22.txt,resume33.txt,5,10,4,18
Jill,female,White_US,Call Centre,job23.txt,resume11.txt,18,19,8,22
Jill,female,White_US,Call Centre,job23.txt,resume12.txt,8,10,3,10
Jill,female,White_US,Call Centre,job23.txt,resume13.txt,15,18,6,22
Jill,female,White_US,Call Centre,job23.txt,resume21.txt,24,24,22,21
Jill,female,White_US,Call Centre,job23.txt,resume22.txt,15,18,8,18
Jill,female,White_US,Call Centre,job23.txt,resume23.txt,22,22,16,21
Jill,female,White_US,Call Centre,job23.txt,resume31.txt,10,14,3,18
Jill,female,White_US,Call Centre,job23.txt,resume32.txt,5,8,2,10
Jill,female,White_US,Call Centre,job23.txt,resume33.txt,5,10,3,18
Jill,female,White_US,Hospitality,job31.txt,resume11.txt,5,10,6,22
Jill,female,White_US,Hospitality,job31.txt,resume12.txt,5,8,2,10
Jill,female,White_US,Hospitality,job31.txt,resume13.txt,5,14,6,22
Jill,female,White_US,Hospitality,job31.txt,resume21.txt,8,12,20,22
Jill,female,White_US,Hospitality,job31.txt,resume22.txt,8,10,5,18
Jill,female,White_US,Hospitality,job31.txt,resume23.txt,10,14,15,20
Jill,female,White_US,Hospitality,job31.txt,resume31.txt,18,20,6,20
Jill,female,White_US,Hospitality,job31.txt,resume32.txt,10,12,4,16
Jill,female,White_US,Hospitality,job31.txt,resume33.txt,18,20,6,20
Jill,female,White_US,Hospitality,job32.txt,resume11.txt,8,12,6,21
Jill,female,White_US,Hospitality,job32.txt,resume12.txt,10,15,3,15
Jill,female,White_US,Hospitality,job32.txt,resume13.txt,5,10,6,21
Jill,female,White_US,Hospitality,job32.txt,resume21.txt,10,18,22,23
Jill,female,White_US,Hospitality,job32.txt,resume22.txt,15,18,8,18
Jill,female,White_US,Hospitality,job32.txt,resume23.txt,5,12,10,22
Jill,female,White_US,Hospitality,job32.txt,resume31.txt,18,20,6,20
Jill,female,White_US,Hospitality,job32.txt,resume32.txt,8,12,2,14
Jill,female,White_US,Hospitality,job32.txt,resume33.txt,10,15,5,20
Jill,female,White_US,Hospitality,job33.txt,resume11.txt,5,10,6,22
Jill,female,White_US,Hospitality,job33.txt,resume12.txt,8,12,4,16
Jill,female,White_US,Hospitality,job33.txt,resume13.txt,5,15,6,22
Jill,female,White_US,Hospitality,job33.txt,resume21.txt,5,10,20,22
Jill,female,White_US,Hospitality,job33.txt,resume22.txt,5,10,8,18
Jill,female,White_US,Hospitality,job33.txt,resume23.txt,5,10,18,22
Jill,female,White_US,Hospitality,job33.txt,resume31.txt,23,24,10,20
Jill,female,White_US,Hospitality,job33.txt,resume32.txt,18,20,6,20
Jill,female,White_US,Hospitality,job33.txt,resume33.txt,23,24,10,22
Allison,female,White_US,Admin,job11.txt,resume11.txt,10,18,8,22
Allison,female,White_US,Admin,job11.txt,resume12.txt,5,8,3,10
Allison,female,White_US,Admin,job11.txt,resume13.txt,10,15,6,20
Allison,female,White_US,Admin,job11.txt,resume21.txt,5,10,18,20
Allison,female,White_US,Admin,job11.txt,resume22.txt,5,8,4,17
Allison,female,White_US,Admin,job11.txt,resume23.txt,5,10,15,20
Allison,female,White_US,Admin,job11.txt,resume31.txt,2,5,3,18
Allison,female,White_US,Admin,job11.txt,resume32.txt,0,3,2,15
Allison,female,White_US,Admin,job11.txt,resume33.txt,0,5,3,18
Allison,female,White_US,Admin,job12.txt,resume11.txt,22,23,12,22
Allison,female,White_US,Admin,job12.txt,resume12.txt,18,20,8,18
Allison,female,White_US,Admin,job12.txt,resume13.txt,22,23,10,23
Allison,female,White_US,Admin,job12.txt,resume21.txt,10,15,18,22
Allison,female,White_US,Admin,job12.txt,resume22.txt,10,15,8,18
Allison,female,White_US,Admin,job12.txt,resume23.txt,10,16,18,22
Allison,female,White_US,Admin,job12.txt,resume31.txt,5,10,5,18
Allison,female,White_US,Admin,job12.txt,resume32.txt,2,5,3,15
Allison,female,White_US,Admin,job12.txt,resume33.txt,5,10,6,18
Allison,female,White_US,Admin,job13.txt,resume11.txt,15,18,8,22
Allison,female,White_US,Admin,job13.txt,resume12.txt,5,8,3,10
Allison,female,White_US,Admin,job13.txt,resume13.txt,18,19,8,22
Allison,female,White_US,Admin,job13.txt,resume21.txt,16,17,20,21
Allison,female,White_US,Admin,job13.txt,resume22.txt,10,11,4,15
Allison,female,White_US,Admin,job13.txt,resume23.txt,12,14,10,20
Allison,female,White_US,Admin,job13.txt,resume31.txt,3,6,2,16
Allison,female,White_US,Admin,job13.txt,resume32.txt,0,3,2,18
Allison,female,White_US,Admin,job13.txt,resume33.txt,2,5,3,14
Allison,female,White_US,Call Centre,job21.txt,resume11.txt,10,14,6,20
Allison,female,White_US,Call Centre,job21.txt,resume12.txt,10,12,3,10
Allison,female,White_US,Call Centre,job21.txt,resume13.txt,15,18,8,22
Allison,female,White_US,Call Centre,job21.txt,resume21.txt,18,20,21,22
Allison,female,White_US,Call Centre,job21.txt,resume22.txt,14,15,6,18
Allison,female,White_US,Call Centre,job21.txt,resume23.txt,18,20,17,22
Allison,female,White_US,Call Centre,job21.txt,resume31.txt,10,14,5,18
Allison,female,White_US,Call Centre,job21.txt,resume32.txt,2,5,1,10
Allison,female,White_US,Call Centre,job21.txt,resume33.txt,5,8,4,18
Allison,female,White_US,Call Centre,job22.txt,resume11.txt,10,14,6,20
Allison,female,White_US,Call Centre,job22.txt,resume12.txt,5,7,2,10
Allison,female,White_US,Call Centre,job22.txt,resume13.txt,12,15,5,20
Allison,female,White_US,Call Centre,job22.txt,resume21.txt,18,17,20,22
Allison,female,White_US,Call Centre,job22.txt,resume22.txt,10,11,3,18
Allison,female,White_US,Call Centre,job22.txt,resume23.txt,14,16,10,20
Allison,female,White_US,Call Centre,job22.txt,resume31.txt,5,10,4,18
Allison,female,White_US,Call Centre,job22.txt,resume32.txt,2,5,1,10
Allison,female,White_US,Call Centre,job22.txt,resume33.txt,5,10,4,18
Allison,female,White_US,Call Centre,job23.txt,resume11.txt,15,18,8,22
Allison,female,White_US,Call Centre,job23.txt,resume12.txt,10,12,4,12
Allison,female,White_US,Call Centre,job23.txt,resume13.txt,15,18,6,22
Allison,female,White_US,Call Centre,job23.txt,resume21.txt,23,24,22,22
Allison,female,White_US,Call Centre,job23.txt,resume22.txt,14,18,8,18
Allison,female,White_US,Call Centre,job23.txt,resume23.txt,23,22,18,22
Allison,female,White_US,Call Centre,job23.txt,resume31.txt,8,10,3,18
Allison,female,White_US,Call Centre,job23.txt,resume32.txt,3,5,1,10
Allison,female,White_US,Call Centre,job23.txt,resume33.txt,8,10,6,18
Allison,female,White_US,Hospitality,job31.txt,resume11.txt,5,10,5,22
Allison,female,White_US,Hospitality,job31.txt,resume12.txt,5,8,3,14
Allison,female,White_US,Hospitality,job31.txt,resume13.txt,5,12,6,22
Allison,female,White_US,Hospitality,job31.txt,resume21.txt,5,10,18,22
Allison,female,White_US,Hospitality,job31.txt,resume22.txt,6,10,5,18
Allison,female,White_US,Hospitality,job31.txt,resume23.txt,8,14,10,22
Allison,female,White_US,Hospitality,job31.txt,resume31.txt,18,22,6,20
Allison,female,White_US,Hospitality,job31.txt,resume32.txt,10,15,3,18
Allison,female,White_US,Hospitality,job31.txt,resume33.txt,20,20,8,19
Allison,female,White_US,Hospitality,job32.txt,resume11.txt,10,15,6,21
Allison,female,White_US,Hospitality,job32.txt,resume12.txt,10,12,3,10
Allison,female,White_US,Hospitality,job32.txt,resume13.txt,5,10,4,22
Allison,female,White_US,Hospitality,job32.txt,resume21.txt,15,18,20,22
Allison,female,White_US,Hospitality,job32.txt,resume22.txt,14,18,6,18
Allison,female,White_US,Hospitality,job32.txt,resume23.txt,10,15,18,22
Allison,female,White_US,Hospitality,job32.txt,resume31.txt,18,20,5,20
Allison,female,White_US,Hospitality,job32.txt,resume32.txt,5,10,2,15
Allison,female,White_US,Hospitality,job32.txt,resume33.txt,15,18,8,19
Allison,female,White_US,Hospitality,job33.txt,resume11.txt,5,10,6,21
Allison,female,White_US,Hospitality,job33.txt,resume12.txt,8,10,4,15
Allison,female,White_US,Hospitality,job33.txt,resume13.txt,5,18,6,22
Allison,female,White_US,Hospitality,job33.txt,resume21.txt,3,10,20,22
Allison,female,White_US,Hospitality,job33.txt,resume22.txt,5,10,8,18
Allison,female,White_US,Hospitality,job33.txt,resume23.txt,5,12,15,22
Allison,female,White_US,Hospitality,job33.txt,resume31.txt,20,23,8,20
Allison,female,White_US,Hospitality,job33.txt,resume32.txt,18,20,5,18
Allison,female,White_US,Hospitality,job33.txt,resume33.txt,20,22,10,21
Sarah,female,White_US,Admin,job11.txt,resume11.txt,8,14,6,20
Sarah,female,White_US,Admin,job11.txt,resume12.txt,5,7,2,10
Sarah,female,White_US,Admin,job11.txt,resume13.txt,10,16,6,21
Sarah,female,White_US,Admin,job11.txt,resume21.txt,5,10,18,20
Sarah,female,White_US,Admin,job11.txt,resume22.txt,5,8,4,16
Sarah,female,White_US,Admin,job11.txt,resume23.txt,5,10,12,20
Sarah,female,White_US,Admin,job11.txt,resume31.txt,2,5,3,18
Sarah,female,White_US,Admin,job11.txt,resume32.txt,0,2,2,15
Sarah,female,White_US,Admin,job11.txt,resume33.txt,2,5,4,16
Sarah,female,White_US,Admin,job12.txt,resume11.txt,22,23,11,22
Sarah,female,White_US,Admin,job12.txt,resume12.txt,15,18,6,15
Sarah,female,White_US,Admin,job12.txt,resume13.txt,22,23,10,23
Sarah,female,White_US,Admin,job12.txt,resume21.txt,10,18,22,22
Sarah,female,White_US,Admin,job12.txt,resume22.txt,10,14,6,18
Sarah,female,White_US,Admin,job12.txt,resume23.txt,10,18,15,22
Sarah,female,White_US,Admin,job12.txt,resume31.txt,5,10,5,18
Sarah,female,White_US,Admin,job12.txt,resume32.txt,2,5,3,14
Sarah,female,White_US,Admin,job12.txt,resume33.txt,5,8,6,18
Sarah,female,White_US,Admin,job13.txt,resume11.txt,14,16,6,20
Sarah,female,White_US,Admin,job13.txt,resume12.txt,5,10,2,10
Sarah,female,White_US,Admin,job13.txt,resume13.txt,14,17,6,21
Sarah,female,White_US,Admin,job13.txt,resume21.txt,18,17,20,22
Sarah,female,White_US,Admin,job13.txt,resume22.txt,7,10,4,15
Sarah,female,White_US,Admin,job13.txt,resume23.txt,10,14,12,20
Sarah,female,White_US,Admin,job13.txt,resume31.txt,2,5,3,15
Sarah,female,White_US,Admin,job13.txt,resume32.txt,0,3,2,10
Sarah,female,White_US,Admin,job13.txt,resume33.txt,2,5,3,18
Sarah,female,White_US,Call Centre,job21.txt,resume11.txt,10,13,6,20
Sarah,female,White_US,Call Centre,job21.txt,resume12.txt,8,10,3,9
Sarah,female,White_US,Call Centre,job21.txt,resume13.txt,10,14,6,21
Sarah,female,White_US,Call Centre,job21.txt,resume21.txt,18,20,19,22
Sarah,female,White_US,Call Centre,job21.txt,resume22.txt,13,14,7,18
Sarah,female,White_US,Call Centre,job21.txt,resume23.txt,18,19,14,22
Sarah,female,White_US,Call Centre,job21.txt,resume31.txt,5,10,3,18
Sarah,female,White_US,Call Centre,job21.txt,resume32.txt,2,5,1,8
Sarah,female,White_US,Call Centre,job21.txt,resume33.txt,5,8,4,18
Sarah,female,White_US,Call Centre,job22.txt,resume11.txt,10,12,5,20
Sarah,female,White_US,Call Centre,job22.txt,resume12.txt,8,10,4,10
Sarah,female,White_US,Call Centre,job22.txt,resume13.txt,10,14,4,20
Sarah,female,White_US,Call Centre,job22.txt,resume21.txt,18,17,20,22
Sarah,female,White_US,Call Centre,job22.txt,resume22.txt,10,12,5,15
Sarah,female,White_US,Call Centre,job22.txt,resume23.txt,15,17,10,20
Sarah,female,White_US,Call Centre,job22.txt,resume31.txt,5,10,3,15
Sarah,female,White_US,Call Centre,job22.txt,resume32.txt,2,5,1,10
Sarah,female,White_US,Call Centre,job22.txt,resume33.txt,5,10,4,18
Sarah,female,White_US,Call Centre,job23.txt,resume11.txt,12,18,6,20
Sarah,female,White_US,Call Centre,job23.txt,resume12.txt,8,12,3,10
Sarah,female,White_US,Call Centre,job23.txt,resume13.txt,13,18,6,22
Sarah,female,White_US,Call Centre,job23.txt,resume21.txt,24,23,22,23
Sarah,female,White_US,Call Centre,job23.txt,resume22.txt,15,18,10,18
Sarah,female,White_US,Call Centre,job23.txt,resume23.txt,22,22,16,22
Sarah,female,White_US,Call Centre,job23.txt,resume31.txt,8,12,4,18
Sarah,female,White_US,Call Centre,job23.txt,resume32.txt,5,6,2,15
Sarah,female,White_US,Call Centre,job23.txt,resume33.txt,5,10,5,18
Sarah,female,White_US,Hospitality,job31.txt,resume11.txt,5,10,6,22
Sarah,female,White_US,Hospitality,job31.txt,resume12.txt,5,10,3,10
Sarah,female,White_US,Hospitality,job31.txt,resume13.txt,10,14,6,21
Sarah,female,White_US,Hospitality,job31.txt,resume21.txt,5,10,20,22
