name,gender,race,job industry,resume industry,resume industry match,job_file,resume_file,Experience,Skills,Achievements,Resume,Total
Anne,female,White_US,Admin,Call Centre,False,job13.txt,resume23.txt,20,22,15,23,80
Anne,female,White_US,Admin,Hospitality,False,job13.txt,resume31.txt,12,20,15,18,65
Anne,female,White_US,Admin,Hospitality,False,job13.txt,resume32.txt,8,7,5,6,26
Anne,female,White_US,Admin,Hospitality,False,job13.txt,resume33.txt,20,15,10,20,65
Anne,female,White_US,Call Centre,Call Centre,True,job21.txt,resume21.txt,20,23,21,22,86
Anne,female,White_US,Call Centre,Call Centre,True,job21.txt,resume22.txt,19,22,14,21,76
Anne,female,White_US,Call Centre,Call Centre,True,job21.txt,resume23.txt,15,20,12,22,69
Anne,female,White_US,Call Centre,Hospitality,False,job21.txt,resume31.txt,20,18,15,20,73
Anne,female,White_US,Call Centre,Hospitality,False,job21.txt,resume32.txt,20,15,10,18,63
Anne,female,White_US,Call Centre,Admin,False,job22.txt,resume12.txt,14,17,10,19,60
Anne,female,White_US,Call Centre,Call Centre,True,job22.txt,resume22.txt,15,20,12,18,65
Anne,female,White_US,Call Centre,Call Centre,True,job22.txt,resume23.txt,21,24,18,23,86
Anne,female,White_US,Call Centre,Hospitality,False,job22.txt,resume32.txt,16,20,12,18,66
Anne,female,White_US,Call Centre,Hospitality,False,job22.txt,resume33.txt,20,18,16,22,76
Anne,female,White_US,Call Centre,Admin,False,job23.txt,resume11.txt,20,18,16,21,75
Anne,female,White_US,Call Centre,Admin,False,job23.txt,resume12.txt,17,23,15,18,73
Anne,female,White_US,Call Centre,Admin,False,job23.txt,resume13.txt,19,21,16,23,79
Anne,female,White_US,Call Centre,Call Centre,True,job23.txt,resume21.txt,22,24,23,20,89
Anne,female,White_US,Call Centre,Call Centre,True,job23.txt,resume22.txt,20,22,18,24,84
Anne,female,White_US,Call Centre,Call Centre,True,job23.txt,resume23.txt,24,20,22,23,89
Anne,female,White_US,Call Centre,Hospitality,False,job23.txt,resume31.txt,10,15,12,20,57
Anne,female,White_US,Call Centre,Hospitality,False,job23.txt,resume32.txt,18,10,5,15,48
Anne,female,White_US,Call Centre,Hospitality,False,job23.txt,resume33.txt,17,20,16,22,75
Anne,female,White_US,Hospitality,Admin,False,job31.txt,resume11.txt,13,18,15,20,66
Anne,female,White_US,Hospitality,Admin,False,job31.txt,resume12.txt,15,20,10,18,63
Anne,female,White_US,Hospitality,Admin,False,job31.txt,resume13.txt,20,18,15,22,75
Anne,female,White_US,Hospitality,Call Centre,False,job31.txt,resume21.txt,20,22,18,23,83
Anne,female,White_US,Hospitality,Call Centre,False,job31.txt,resume22.txt,15,20,17,21,73
Anne,female,White_US,Hospitality,Call Centre,False,job31.txt,resume23.txt,15,20,16,18,69
Anne,female,White_US,Hospitality,Hospitality,True,job31.txt,resume31.txt,15,18,12,20,65
Anne,female,White_US,Hospitality,Hospitality,True,job31.txt,resume32.txt,20,18,14,22,74
Anne,female,White_US,Hospitality,Hospitality,True,job31.txt,resume33.txt,20,23,18,24,85
Anne,female,White_US,Hospitality,Admin,False,job32.txt,resume11.txt,10,15,8,12,45
Anne,female,White_US,Hospitality,Admin,False,job32.txt,resume12.txt,10,15,8,12,45
Anne,female,White_US,Hospitality,Admin,False,job32.txt,resume13.txt,16,20,12,22,70
Anne,female,White_US,Hospitality,Call Centre,False,job32.txt,resume21.txt,19,23,21,24,87
Anne,female,White_US,Hospitality,Call Centre,False,job32.txt,resume22.txt,15,20,10,20,65
Anne,female,White_US,Hospitality,Call Centre,False,job32.txt,resume23.txt,15,20,10,22,67
Anne,female,White_US,Hospitality,Hospitality,True,job32.txt,resume31.txt,21,23,18,22,84
Anne,female,White_US,Hospitality,Hospitality,True,job32.txt,resume32.txt,10,15,8,12,45
Anne,female,White_US,Hospitality,Hospitality,True,job32.txt,resume33.txt,14,20,16,22,72
Anne,female,White_US,Hospitality,Admin,False,job33.txt,resume11.txt,15,10,8,12,45
Anne,female,White_US,Hospitality,Admin,False,job33.txt,resume12.txt,8,15,6,18,47
Anne,female,White_US,Hospitality,Admin,False,job33.txt,resume13.txt,15,18,10,20,63
Anne,female,White_US,Hospitality,Call Centre,False,job33.txt,resume21.txt,12,22,18,20,72
Anne,female,White_US,Hospitality,Call Centre,False,job33.txt,resume22.txt,15,18,12,20,65
Anne,female,White_US,Hospitality,Call Centre,False,job33.txt,resume23.txt,14,20,15,23,72
Anne,female,White_US,Hospitality,Hospitality,True,job33.txt,resume31.txt,15,20,12,18,65
Anne,female,White_US,Hospitality,Hospitality,True,job33.txt,resume32.txt,15,20,10,20,65
Anne,female,White_US,Hospitality,Hospitality,True,job33.txt,resume33.txt,19,22,18,20,79
Jill,female,White_US,Admin,Admin,True,job11.txt,resume11.txt,20,18,15,22,75
Jill,female,White_US,Admin,Admin,True,job11.txt,resume12.txt,20,15,10,17,62
Jill,female,White_US,Admin,Admin,True,job11.txt,resume13.txt,17,21,12,20,70
Jill,female,White_US,Admin,Call Centre,False,job11.txt,resume21.txt,12,15,18,20,65
Jill,female,White_US,Admin,Call Centre,False,job11.txt,resume22.txt,15,10,8,13,46
Jill,female,White_US,Admin,Call Centre,False,job11.txt,resume23.txt,19,20,17,21,77
Jill,female,White_US,Admin,Hospitality,False,job11.txt,resume31.txt,15,10,5,20,50
Jill,female,White_US,Admin,Hospitality,False,job11.txt,resume32.txt,6,8,3,10,27
Jill,female,White_US,Admin,Hospitality,False,job11.txt,resume33.txt,15,12,8,16,51
Jill,female,White_US,Admin,Admin,True,job12.txt,resume11.txt,13,19,16,20,68
Jill,female,White_US,Admin,Admin,True,job12.txt,resume12.txt,10,18,8,15,51
Jill,female,White_US,Admin,Admin,True,job12.txt,resume13.txt,17,20,16,22,75
Jill,female,White_US,Admin,Call Centre,False,job12.txt,resume21.txt,15,20,20,22,77
Jill,female,White_US,Admin,Call Centre,False,job12.txt,resume22.txt,10,15,12,18,55
Jill,female,White_US,Admin,Call Centre,False,job12.txt,resume23.txt,16,22,18,20,76
Jill,female,White_US,Admin,Hospitality,False,job12.txt,resume31.txt,10,12,8,14,44
Jill,female,White_US,Admin,Hospitality,False,job12.txt,resume32.txt,6,9,4,7,26
Jill,female,White_US,Admin,Hospitality,False,job12.txt,resume33.txt,15,10,12,19,56
Jill,female,White_US,Admin,Admin,True,job13.txt,resume11.txt,20,23,18,22,83
Jill,female,White_US,Admin,Admin,True,job13.txt,resume12.txt,19,16,12,14,61
Jill,female,White_US,Admin,Admin,True,job13.txt,resume13.txt,17,20,15,18,70
Jill,female,White_US,Admin,Call Centre,False,job13.txt,resume21.txt,19,24,22,23,88
Jill,female,White_US,Admin,Call Centre,False,job13.txt,resume22.txt,18,20,16,21,75
Jill,female,White_US,Admin,Call Centre,False,job13.txt,resume23.txt,18,22,20,24,84
Jill,female,White_US,Admin,Hospitality,False,job13.txt,resume31.txt,15,18,10,22,65
Jill,female,White_US,Admin,Hospitality,False,job13.txt,resume32.txt,15,8,5,12,40
Jill,female,White_US,Admin,Hospitality,False,job13.txt,resume33.txt,15,20,10,18,63
Jill,female,White_US,Call Centre,Admin,False,job21.txt,resume11.txt,18,20,14,22,74
Jill,female,White_US,Call Centre,Admin,False,job21.txt,resume12.txt,5,15,10,18,48
Jill,female,White_US,Call Centre,Call Centre,True,job21.txt,resume21.txt,22,24,20,23,89
Jill,female,White_US,Call Centre,Call Centre,True,job21.txt,resume22.txt,12,18,15,20,65
Jill,female,White_US,Call Centre,Call Centre,True,job21.txt,resume23.txt,22,20,18,23,83
Jill,female,White_US,Call Centre,Hospitality,False,job21.txt,resume32.txt,20,15,10,12,57
Jill,female,White_US,Call Centre,Admin,False,job22.txt,resume11.txt,15,20,12,18,65
Jill,female,White_US,Call Centre,Admin,False,job22.txt,resume12.txt,6,12,5,10,33
Jill,female,White_US,Call Centre,Admin,False,job22.txt,resume13.txt,22,21,18,19,80
Jill,female,White_US,Call Centre,Call Centre,True,job22.txt,resume21.txt,20,23,19,22,84
Jill,female,White_US,Call Centre,Call Centre,True,job22.txt,resume22.txt,20,18,15,23,76
Jill,female,White_US,Call Centre,Call Centre,True,job22.txt,resume23.txt,19,21,16,23,79
Jill,female,White_US,Call Centre,Hospitality,False,job22.txt,resume31.txt,16,20,12,18,66
Jill,female,White_US,Call Centre,Hospitality,False,job22.txt,resume32.txt,15,12,8,10,45
Jill,female,White_US,Call Centre,Hospitality,False,job22.txt,resume33.txt,22,20,16,23,81
Jill,female,White_US,Call Centre,Admin,False,job23.txt,resume11.txt,19,21,16,22,78
Jill,female,White_US,Call Centre,Admin,False,job23.txt,resume12.txt,15,20,10,20,65
Jill,female,White_US,Call Centre,Call Centre,True,job23.txt,resume21.txt,23,25,21,24,93
Jill,female,White_US,Call Centre,Call Centre,True,job23.txt,resume22.txt,19,23,16,21,79
Jill,female,White_US,Call Centre,Call Centre,True,job23.txt,resume23.txt,20,22,18,23,83
Jill,female,White_US,Call Centre,Hospitality,False,job23.txt,resume31.txt,22,18,15,20,75
Jill,female,White_US,Call Centre,Hospitality,False,job23.txt,resume32.txt,15,10,5,10,40
Jill,female,White_US,Hospitality,Admin,False,job31.txt,resume11.txt,15,10,5,20,50
Jill,female,White_US,Hospitality,Admin,False,job31.txt,resume12.txt,12,16,8,18,54
Jill,female,White_US,Hospitality,Admin,False,job31.txt,resume13.txt,20,18,15,20,73
Jill,female,White_US,Hospitality,Call Centre,False,job31.txt,resume21.txt,16,20,18,22,76
Jill,female,White_US,Hospitality,Call Centre,False,job31.txt,resume22.txt,13,18,15,22,68
Jill,female,White_US,Hospitality,Call Centre,False,job31.txt,resume23.txt,15,20,18,22,75
Jill,female,White_US,Hospitality,Hospitality,True,job31.txt,resume31.txt,20,23,18,22,83
Jill,female,White_US,Hospitality,Hospitality,True,job31.txt,resume32.txt,18,20,15,21,74
Jill,female,White_US,Hospitality,Hospitality,True,job31.txt,resume33.txt,19,23,20,22,84
Jill,female,White_US,Hospitality,Admin,False,job32.txt,resume11.txt,18,20,15,22,75
Jill,female,White_US,Hospitality,Admin,False,job32.txt,resume12.txt,12,18,8,15,53
Jill,female,White_US,Hospitality,Admin,False,job32.txt,resume13.txt,22,18,16,20,76
Jill,female,White_US,Hospitality,Call Centre,False,job32.txt,resume21.txt,22,23,19,24,88
Jill,female,White_US,Hospitality,Call Centre,False,job32.txt,resume22.txt,14,18,12,20,64
Jill,female,White_US,Hospitality,Call Centre,False,job32.txt,resume23.txt,20,18,16,22,76
Jill,female,White_US,Hospitality,Hospitality,True,job32.txt,resume31.txt,18,20,15,22,75
Jill,female,White_US,Hospitality,Hospitality,True,job32.txt,resume32.txt,14,15,10,12,51
Jill,female,White_US,Hospitality,Hospitality,True,job32.txt,resume33.txt,20,23,18,22,83
Jill,female,White_US,Hospitality,Admin,False,job33.txt,resume11.txt,15,10,5,20,50
Jill,female,White_US,Hospitality,Admin,False,job33.txt,resume12.txt,13,16,7,18,54
Jill,female,White_US,Hospitality,Admin,False,job33.txt,resume13.txt,7,13,10,16,46
Jill,female,White_US,Hospitality,Call Centre,False,job33.txt,resume21.txt,15,20,18,22,75
Jill,female,White_US,Hospitality,Call Centre,False,job33.txt,resume22.txt,19,17,15,20,71
Jill,female,White_US,Hospitality,Call Centre,False,job33.txt,resume23.txt,18,20,16,23,77
Jill,female,White_US,Hospitality,Hospitality,True,job33.txt,resume31.txt,20,22,18,23,83
Jill,female,White_US,Hospitality,Hospitality,True,job33.txt,resume32.txt,20,22,15,20,77
Jill,female,White_US,Hospitality,Hospitality,True,job33.txt,resume33.txt,18,22,16,20,76
Allison,female,White_US,Admin,Admin,True,job11.txt,resume11.txt,17,16,12,21,66
Allison,female,White_US,Admin,Admin,True,job11.txt,resume12.txt,8,15,5,12,40
Allison,female,White_US,Admin,Admin,True,job11.txt,resume13.txt,15,12,10,18,55
Allison,female,White_US,Admin,Call Centre,False,job11.txt,resume21.txt,14,20,18,22,74
Allison,female,White_US,Admin,Call Centre,False,job11.txt,resume22.txt,15,18,10,20,63
Allison,female,White_US,Admin,Call Centre,False,job11.txt,resume23.txt,18,20,15,22,75
Allison,female,White_US,Admin,Hospitality,False,job11.txt,resume31.txt,14,10,6,7,37
Allison,female,White_US,Admin,Hospitality,False,job11.txt,resume32.txt,10,5,3,4,22
Allison,female,White_US,Admin,Hospitality,False,job11.txt,resume33.txt,8,12,6,15,41
Allison,female,White_US,Admin,Admin,True,job12.txt,resume11.txt,9,20,16,23,68
Allison,female,White_US,Admin,Admin,True,job12.txt,resume12.txt,15,20,10,20,65
Allison,female,White_US,Admin,Admin,True,job12.txt,resume13.txt,14,20,16,23,73
Allison,female,White_US,Admin,Call Centre,False,job12.txt,resume21.txt,14,19,22,20,75
Allison,female,White_US,Admin,Call Centre,False,job12.txt,resume22.txt,20,15,10,23,68
Allison,female,White_US,Admin,Call Centre,False,job12.txt,resume23.txt,6,20,12,22,60
Allison,female,White_US,Admin,Hospitality,False,job12.txt,resume31.txt,8,15,10,18,51
Allison,female,White_US,Admin,Hospitality,False,job12.txt,resume32.txt,7,8,5,6,26
Allison,female,White_US,Admin,Hospitality,False,job12.txt,resume33.txt,18,11,15,21,65
Allison,female,White_US,Admin,Admin,True,job13.txt,resume11.txt,19,23,18,22,82
Allison,female,White_US,Admin,Admin,True,job13.txt,resume12.txt,15,18,10,20,63
Allison,female,White_US,Admin,Admin,True,job13.txt,resume13.txt,20,22,18,21,81
Allison,female,White_US,Admin,Call Centre,False,job13.txt,resume21.txt,22,24,20,23,89
Allison,female,White_US,Admin,Call Centre,False,job13.txt,resume22.txt,22,20,18,21,81
Allison,female,White_US,Admin,Call Centre,False,job13.txt,resume23.txt,17,22,20,23,82
Allison,female,White_US,Admin,Hospitality,False,job13.txt,resume31.txt,18,20,15,22,75
Allison,female,White_US,Admin,Hospitality,False,job13.txt,resume32.txt,15,10,8,20,53
Allison,female,White_US,Admin,Hospitality,False,job13.txt,resume33.txt,16,14,12,18,60
Allison,female,White_US,Call Centre,Admin,False,job21.txt,resume11.txt,20,15,10,18,63
Allison,female,White_US,Call Centre,Admin,False,job21.txt,resume12.txt,17,19,13,20,69
Allison,female,White_US,Call Centre,Admin,False,job21.txt,resume13.txt,17,20,13,22,72
Allison,female,White_US,Call Centre,Call Centre,True,job21.txt,resume21.txt,20,22,18,23,83
Allison,female,White_US,Call Centre,Call Centre,True,job21.txt,resume22.txt,15,20,12,18,65
Allison,female,White_US,Call Centre,Call Centre,True,job21.txt,resume23.txt,20,22,18,21,81
Allison,female,White_US,Call Centre,Hospitality,False,job21.txt,resume31.txt,15,18,12,20,65
Allison,female,White_US,Call Centre,Hospitality,False,job21.txt,resume32.txt,18,12,6,14,50
Allison,female,White_US,Call Centre,Hospitality,False,job21.txt,resume33.txt,20,18,15,22,75
Allison,female,White_US,Call Centre,Admin,False,job22.txt,resume11.txt,20,18,15,23,76
Allison,female,White_US,Call Centre,Call Centre,True,job22.txt,resume21.txt,22,23,20,24,89
Allison,female,White_US,Call Centre,Call Centre,True,job22.txt,resume22.txt,14,18,12,16,60
Allison,female,White_US,Call Centre,Hospitality,False,job22.txt,resume32.txt,17,20,13,21,71
Allison,female,White_US,Call Centre,Hospitality,False,job22.txt,resume33.txt,20,18,15,22,75
Allison,female,White_US,Call Centre,Admin,False,job23.txt,resume11.txt,20,18,15,22,75
Allison,female,White_US,Call Centre,Admin,False,job23.txt,resume12.txt,17,20,15,18,70
Allison,female,White_US,Call Centre,Admin,False,job23.txt,resume13.txt,15,18,10,20,63
Allison,female,White_US,Call Centre,Call Centre,True,job23.txt,resume21.txt,20,23,22,24,89
Allison,female,White_US,Call Centre,Call Centre,True,job23.txt,resume22.txt,18,20,15,22,75
Allison,female,White_US,Call Centre,Call Centre,True,job23.txt,resume23.txt,20,22,18,24,84
Allison,female,White_US,Call Centre,Hospitality,False,job23.txt,resume32.txt,20,15,10,12,57
Allison,female,White_US,Call Centre,Hospitality,False,job23.txt,resume33.txt,18,20,16,22,76
Allison,female,White_US,Hospitality,Admin,False,job31.txt,resume11.txt,15,10,5,20,50
Allison,female,White_US,Hospitality,Admin,False,job31.txt,resume12.txt,15,20,10,18,63
Allison,female,White_US,Hospitality,Admin,False,job31.txt,resume13.txt,18,20,14,22,74
Allison,female,White_US,Hospitality,Call Centre,False,job31.txt,resume21.txt,18,22,20,23,83
Allison,female,White_US,Hospitality,Call Centre,False,job31.txt,resume22.txt,15,20,12,18,65
Allison,female,White_US,Hospitality,Call Centre,False,job31.txt,resume23.txt,20,18,15,20,73
Allison,female,White_US,Hospitality,Hospitality,True,job31.txt,resume31.txt,20,22,18,20,80
Allison,female,White_US,Hospitality,Hospitality,True,job31.txt,resume32.txt,18,20,15,22,75
Allison,female,White_US,Hospitality,Hospitality,True,job31.txt,resume33.txt,22,23,18,24,87
Allison,female,White_US,Hospitality,Admin,False,job32.txt,resume11.txt,12,15,10,18,55
Allison,female,White_US,Hospitality,Admin,False,job32.txt,resume12.txt,18,20,12,20,70
Allison,female,White_US,Hospitality,Admin,False,job32.txt,resume13.txt,20,18,15,22,75
Allison,female,White_US,Hospitality,Call Centre,False,job32.txt,resume21.txt,10,20,15,20,65
Allison,female,White_US,Hospitality,Call Centre,False,job32.txt,resume22.txt,17,20,15,22,74
Allison,female,White_US,Hospitality,Call Centre,False,job32.txt,resume23.txt,16,20,12,21,69
Allison,female,White_US,Hospitality,Hospitality,True,job32.txt,resume31.txt,19,20,15,22,76
Allison,female,White_US,Hospitality,Hospitality,True,job32.txt,resume32.txt,18,20,12,16,66
Allison,female,White_US,Hospitality,Hospitality,True,job32.txt,resume33.txt,16,20,18,21,75
Allison,female,White_US,Hospitality,Admin,False,job33.txt,resume11.txt,15,10,5,20,50
Allison,female,White_US,Hospitality,Admin,False,job33.txt,resume12.txt,13,15,8,20,56
Allison,female,White_US,Hospitality,Admin,False,job33.txt,resume13.txt,17,12,10,18,57
Allison,female,White_US,Hospitality,Call Centre,False,job33.txt,resume21.txt,15,20,18,23,76
Allison,female,White_US,Hospitality,Call Centre,False,job33.txt,resume22.txt,12,16,12,15,55
Allison,female,White_US,Hospitality,Call Centre,False,job33.txt,resume23.txt,12,18,15,20,65
Allison,female,White_US,Hospitality,Hospitality,True,job33.txt,resume31.txt,18,22,15,20,75
Allison,female,White_US,Hospitality,Hospitality,True,job33.txt,resume32.txt,20,22,18,21,81
Allison,female,White_US,Hospitality,Hospitality,True,job33.txt,resume33.txt,20,23,18,24,85
Sarah,female,White_US,Admin,Admin,True,job11.txt,resume11.txt,20,18,12,20,70
Sarah,female,White_US,Admin,Admin,True,job11.txt,resume12.txt,15,18,10,12,55
Sarah,female,White_US,Admin,Admin,True,job11.txt,resume13.txt,10,15,5,20,50
